05.03.2026                             Salida dinámica de lista                                                                                   1


		Elemento PEP	Denominación del objeto	Texto de pedido		   Val/MonObj	MonO	Doc.compr.	Usuario	Fe.contab.
		EEX-240004-01	EX-Upgrade AACC Units for TBM	SK SENSOR CONDENSACIÓN L=480		      954,84	USD	8241857158	AC44147	05.09.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        3,18	USD		ZA20326	05.09.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabricar soporte de seg. en maq. Cal Z		-12,24	USD	8241926969	AC41273	06.09.2024
		EEX-240012-01	EX-Condicion basica cuarto seco Steelas	ASESORIA EN PREVENCION DE RIESGOS		        9,30	USD	8241897217	AC41273	06.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	Reemplazo ca#eria de vapor precalentador		   10.635,78	USD	8241914927	AA95980	09.09.2024
		EEX-240005-01	EX-Ruedas Ergonomicas Carros Apexer	Mecanico soldador		    2.211,87	USD	8241904672	AA21351	09.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Válvulas de retención 1" Bronce clase 15		    1.001,72	USD	8241930322	AC44147	10.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Flange clase 150 2"		      205,48	USD	8241930322	AC44147	10.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Planchas de Acrílico transparente 1x1.5m		      380,52	USD	8241930322	AC44147	10.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Mortero Hormigón H2O 25 KG. TX.		       45,98	USD	8241930322	AC44147	10.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Válvulas 2" acero inox. de bola. 150		    1.257,83	USD	8241930322	AC44147	10.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	TEE 2" Hilo NPT CLASE 300		      226,62	USD	8241930322	AC44147	10.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Válvula de cuchilla 3" ANSI 150		    1.174,64	USD	8241930322	AC44147	10.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Flange 3" ANSI 150.		      274,82	USD	8241930322	AC44147	10.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Codos 90° soldar 6" CLASE 300		      419,38	USD	8241930322	AC44147	10.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Niple tuerca 2"x2" clase 300		      136,99	USD	8241930322	AC44147	10.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Codos para soldar 90° 4" clase 300		      416,46	USD	8241930322	AC44147	10.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	PC20 1/2" NPT +  UTD26LY ACERO  INOXIDAB		    1.956,51	USD	8241932799	AC44147	12.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	M10S2 1/2" NPT RB A105		      854,96	USD	8241932799	AC44147	12.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	BPT13A 1/2" BSP  CAPSULA `E´ STD		      268,14	USD	8241932799	AC44147	12.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	M10S2 1" NPT RB A105  PN100 HIGH		      145,64	USD	8241932799	AC44147	12.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	S1 3/4" BSP VERTICAL  SG IRON		      397,49	USD	8241932799	AC44147	12.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	M10S2 3/4" NPT RB A105		      324,29	USD	8241932799	AC44147	12.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	DCV41 3/4" NPT AISI316L  METAL SEAT,		    1.139,08	USD	8241932799	AC44147	12.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	PC20 3/4" NPT + UFT32- 21 TRAMPA CONEXIÓ		    4.410,97	USD	8241932799	AC44147	12.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	M10S2 1.1/2" NPT RB  A105 PN100 HIGH  PE		      241,60	USD	8241932799	AC44147	12.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	M10S2 3/4" NPT RB A105  PN100 HIGH  PERF		      972,87	USD	8241932799	AC44147	12.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Válvulas de retención 1" Bronce clase 15		        2,84	USD	8241930322	AC41273	12.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Flange clase 150 2"		        0,58	USD	8241930322	AC41273	12.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Planchas de Acrílico transparente 1x1.5m		        1,08	USD	8241930322	AC41273	12.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Mortero Hormigón H2O 25 KG. TX.		        0,13	USD	8241930322	AC41273	12.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Válvulas 2" acero inox. de bola. 150		        3,57	USD	8241930322	AC41273	12.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	TEE 2" Hilo NPT CLASE 300		        0,64	USD	8241930322	AC41273	12.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Válvula de cuchilla 3" ANSI 150		        3,34	USD	8241930322	AC41273	12.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Flange 3" ANSI 150.		        0,78	USD	8241930322	AC41273	12.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Codos 90° soldar 6" CLASE 300		        1,19	USD	8241930322	AC41273	12.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Niple tuerca 2"x2" clase 300		        0,39	USD	8241930322	AC41273	12.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Codos para soldar 90° 4" clase 300		        1,18	USD	8241930322	AC41273	12.09.2024
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex			    2.492,16	USD		ZA20326	13.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	PC20 1/2" NPT +  UTD26LY ACERO  INOXIDAB		       36,91	USD	8241932799	AC41273	16.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	M10S2 1/2" NPT RB A105		       16,13	USD	8241932799	AC41273	16.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	BPT13A 1/2" BSP  CAPSULA `E´ STD		        5,06	USD	8241932799	AC41273	16.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	M10S2 1" NPT RB A105  PN100 HIGH		        2,75	USD	8241932799	AC41273	16.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	S1 3/4" BSP VERTICAL  SG IRON		        7,50	USD	8241932799	AC41273	16.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	M10S2 3/4" NPT RB A105		        6,12	USD	8241932799	AC41273	16.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	DCV41 3/4" NPT AISI316L  METAL SEAT,		       21,49	USD	8241932799	AC41273	16.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	PC20 3/4" NPT + UFT32- 21 TRAMPA CONEXIÓ		       83,23	USD	8241932799	AC41273	16.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	M10S2 1.1/2" NPT RB  A105 PN100 HIGH  PE		        4,56	USD	8241932799	AC41273	16.09.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	M10S2 3/4" NPT RB A105  PN100 HIGH  PERF		       18,36	USD	8241932799	AC41273	16.09.2024
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Limpieza de taller despues de cambio		      751,02	USD	8241944402	AC13451	24.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Cambio de ca#eria calandra Z		   23.467,61	USD	8241937652	AC13451	24.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Servicio de reparacion piping general		   18.912,46	USD	8241932809	AC13451	24.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Cambio de piping sector naves goodyear		    8.245,36	USD	8241932823	AC13451	24.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Cambio de piping 6 " steelastic		    9.423,17	USD	8241932836	AC13451	24.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Servicio de arriendo de cilindro de gas		    1.081,43	USD	8241932841	AC13451	24.09.2024
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Cambio de piping 12 " hexaple		   21.738,29	USD	8241933291	AC13451	24.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Sericio de fabricacion de piping tcu		   26.848,65	USD	8241932780	AC13451	24.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Reparacion de piping red general tunel		    3.109,62	USD	8241932824	AC13451	24.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Cambio de piping 6 " steelastic		      139,47	USD	8241932836	AC41273	25.09.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabric e instal de guardas mecánicas		    6.734,26	USD	8241920841	AC13779	25.09.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabric e instal de guardas mecánicas		    6.632,22	USD	8241920841	AC13779	25.09.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabric e instal de guardas mecánicas		    1.658,06	USD	8241920841	AC13779	25.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Reparacion de piping red general tunel		       43,14	USD	8241932824	AC41273	26.09.2024
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Cambio de piping 12 " hexaple		      301,64	USD	8241933291	AC41273	26.09.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabricación de soportes para guardas		    2.068,15	USD	8241919512	AC13779	27.09.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Demolición de bases pilares para Guardas		    2.028,53	USD	8241921557	AC13779	27.09.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabric e instal de guardas mecánicas		       79,80	USD	8241920841	AC41273	27.09.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabric e instal de guardas mecánicas		       78,60	USD	8241920841	AC41273	27.09.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabric e instal de guardas mecánicas		       19,65	USD	8241920841	AC41273	27.09.2024
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Limpieza de taller despues de cambio		       24,32	USD	8241944402	AC41273	30.09.2024
		EEX-240005-01	EX-Ruedas Ergonomicas Carros Apexer	Mecanico soldador		      121,02	USD	8241904672	AC41273	30.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Cambio de piping sector naves goodyear		      282,22	USD	8241932823	AC41273	30.09.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Servicio de reparacion piping general		      647,33	USD	8241932809	AC41273	30.09.2024
		EEX-240005-01	EX-Ruedas Ergonomicas Carros Apexer	Mecanico soldador		    2.297,42	USD	8241904672	AA21351	03.10.2024
		EEX-240005-01	EX-Ruedas Ergonomicas Carros Apexer			        0,40	USD		ZA20326	05.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	EVAPORADOR DE CONDENSADO		    1.059,45	USD	8241898406	AC44147	07.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	COMPRESOR		    3.869,28	USD	8241898406	AC44147	07.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	VALVULA DE EXPANSION		      640,20	USD	8241898406	AC44147	07.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	DISPLAY		    1.502,22	USD	8241898406	AC44147	07.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	REGULADOR		      751,11	USD	8241898406	AC44147	07.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	Placa Inverter 3186930/3187930		    2.641,19	USD	8241898406	AC44147	07.10.2024
		EEX-240011-01	EX-Modificación de seguridad carros ntco			    1.970,94	USD		ZA20326	08.10.2024
		EEX-240011-01	EX-Modificación de seguridad carros ntco			      948,22	USD		ZA20326	08.10.2024
		EEX-240005-01	EX-Ruedas Ergonomicas Carros Apexer	CASSETTE TROLLEY WHEEL 10"		-5,13	USD	8241833133	AC67886	08.10.2024
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Válvula de globo A-105 NPT 800 2,1/2"		      207,51	USD	8241938268	AC44147	09.10.2024
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Tee 2" soldar clase 150 Fe.		       52,24	USD	8241938268	AC44147	09.10.2024
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Codos 3" soldar clase 150 Fe.		       77,11	USD	8241938268	AC44147	09.10.2024
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Kilos soldadura 6010 3/32"		      168,49	USD	8241938268	AC44147	09.10.2024
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Sierra sable para metal TC/HM acero fun-		      445,54	USD	8241938268	AC44147	09.10.2024
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Sierra sable para metal  TC/HM acero		      603,98	USD	8241938268	AC44147	09.10.2024
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Sierra sable para metal 305mm x 1,25		      752,10	USD	8241938268	AC44147	09.10.2024
		EEX-240019-01	EX-Reparacion piping Extrusora Hexaplex	Válvula 4" de conpuerta acero al carbono		      712,20	USD	8241938268	AC44147	09.10.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Elemento de goma N-EUPEX 125		      671,90	USD	8241944403	AC44147	09.10.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Hidrolavadora HD 4/8 Classic KAP		      679,55	USD	8241944403	AC44147	09.10.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Válvulas de bola 2" lase 150 NPT		      455,18	USD	8241944403	AC44147	09.10.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Demolición de bases pilares para Guardas		-71,28	USD	8241921557	AC41273	09.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	EVAPORADOR DE CONDENSADO		-12,72	USD	8241898406	AC91020	10.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	COMPRESOR		-46,44	USD	8241898406	AC91020	10.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	VALVULA DE EXPANSION		-7,68	USD	8241898406	AC91020	10.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	DISPLAY		-18,03	USD	8241898406	AC91020	10.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	REGULADOR		-9,01	USD	8241898406	AC91020	10.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	Placa Inverter 3186930/3187930		-31,71	USD	8241898406	AC91020	10.10.2024
		EEX-240004-01	EX-Upgrade AACC Units for TBM	SK VERDAMPFER SK 3383		    8.262,78	USD	8241857158	AC44147	10.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	BOBINA P/ EVAPORADOR		    1.346,07	USD	8241898406	AC44147	10.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	CONDENSADOR		      897,38	USD	8241898406	AC44147	10.10.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Rectific. y pintado de piso por Guardas		    7.840,54	USD	8241926930	AC13779	11.10.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B			        0,04	USD		ZA20326	11.10.2024
		EEX-240004-01	EX-Upgrade AACC Units for TBM	SK VERDAMPFER SK 3383		       77,22	USD	8241857158	AC41273	14.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	BOBINA P/ EVAPORADOR		       12,58	USD	8241898406	AC41273	14.10.2024
		EEX-240003-01	EX-Upgrade AACC Units for Extruder & ASR	CONDENSADOR		        8,38	USD	8241898406	AC41273	14.10.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B	Levantamiento Planimétrico		    4.715,98	USD	8241926490	AC13779	17.10.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B	Planimet. protec. polines ASRS Z12-CV244		      634,24	USD	8241938684	AC13779	17.10.2024
		EEX-240017-01	EX-Upgrade banco conden 2,3KV SE N°1	Fuente de poder en formato rack HEP-1000		    1.106,93	USD	8241957380	AC44147	18.10.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B	Levantamiento Planimétrico		-35,52	USD	8241926490	AC41273	23.10.2024
		EEX-240017-01	EX-Upgrade banco conden 2,3KV SE N°1	Fuente de poder en formato rack HEP-1000		-4,18	USD	8241957380	AC41273	23.10.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        5,58	USD		ZA81611	26.10.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B	Planimet. protec. polines ASRS Z12-CV244		-5,37	USD	8241938684	AC41273	28.10.2024
		EEX-240017-01	EX-Upgrade banco conden 2,3KV SE N°1	450A Vacuum Contactor, Electrically Held		    8.786,87	USD	8241957380	AC44147	29.10.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Rectific. y pintado de piso por Guardas		-124,11	USD	8241926930	AC41273	29.10.2024
		EEX-240005-01	EX-Ruedas Ergonomicas Carros Apexer	Mecanico soldador		    2.261,69	USD	8241904672	AA21351	30.10.2024
		EEX-240017-01	EX-Upgrade banco conden 2,3KV SE N°1	450A Vacuum Contactor, Electrically Held		-41,57	USD	8241957380	AC41273	30.10.2024
		EEX-240005-01	EX-Ruedas Ergonomicas Carros Apexer	Mecanico soldador		-102,25	USD	8241904672	AC41273	31.10.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Cambio de ca#eria calandra Z		-629,57	USD	8241937652	AC41273	31.10.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B			       27,60	USD		ZA81611	15.11.2024
		EEX-240005-01	EX-Ruedas Ergonomicas Carros Apexer	CASSETTE TROLLEY WHEEL 10"		-450,00	USD	8241833133	ZA31132	18.11.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B	Planimetria guardas convey Vulca		    4.972,03	USD	8242002243	AC13779	29.11.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B	Dise#o, fabric e instal barrera seg.		    1.984,88	USD	8242005292	AC13779	29.11.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabric e instal de Soportes		      279,07	USD	8242002262	AC13779	29.11.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabric. protecciones Acero Inox		    2.379,70	USD	8241919489	AC13779	29.11.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B	Dise#o, fabric e instal barrera seg.		-3,88	USD	8242005292	AC41273	03.12.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B	Planimetria guardas convey Vulca		-9,72	USD	8242002243	AC41273	03.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabric e instal de Soportes		-0,54	USD	8242002262	AC41273	03.12.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B			      128,71	USD		ZA20326	05.12.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B			        2,12	USD		ZA20326	05.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Flexible Hidraulico Lub.  5FY8VS		      186,20	USD	8242006106	AC44147	06.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Flexible MW4KFA		      147,30	USD	8242006106	AC44147	06.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Flexible 4W2WW8		      220,33	USD	8242006106	AC44147	06.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        2,47	USD		ZA20326	08.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,08	USD		ZA20326	08.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        3,62	USD		ZA20326	08.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        4,79	USD		ZA20326	08.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,10	USD		ZA20326	08.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,20	USD		ZA20326	08.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Sericio de fabricacion de piping tcu		-1.291,52	USD	8241932780	AC41273	09.12.2024
		EEX-240009-01	EX-Cambio piping suministros generales	Servicio de reparacion de piping		   12.985,98	USD	8242004134	AC13451	09.12.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B			        0,40	USD		ZA20326	11.12.2024
		EEX-240009-01	EX-Cambio piping suministros generales	Servicio de reparacion de piping		-12,62	USD	8242004134	AC41273	11.12.2024
		EEX-240005-01	EX-Ruedas Ergonomicas Carros Apexer	Mecanico soldador		-58,04	USD	8241904672	AC77311	12.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Servicio de arriendo de cilindro de gas		-56,02	USD	8241932841	AC91020	13.12.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	Reemplazo ca#eria de vapor precalentador		   14.684,27	USD	8241914927	AA95980	16.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabric. protecciones Acero Inox		-13,95	USD	8241919489	AC77311	16.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Servicio de Reparación de Soldaduras		    1.011,67	USD	8242005291	AA12288	17.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Servicio Eliminación de Fugas		    3.025,63	USD	8242005291	AA12288	17.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,20	USD		ZA20326	18.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,12	USD		ZA20326	18.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,81	USD		ZA20326	18.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,19	USD		ZA20326	18.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,06	USD		ZA20326	19.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,20	USD		ZA20326	19.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,20	USD		ZA20326	19.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        3,73	USD		ZA20326	19.12.2024
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	Reemplazo ca#eria de vapor precalentador		-72,19	USD	8241914927	AC41273	19.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	CA#ERIA INOX AISI 316 SCH 80 S/COST 1/2"		      221,63	USD	8242006105	AC44147	20.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	CA#ERIA INOX AISI 316 SCH 80 S/COST 3/4"		    1.116,76	USD	8242006105	AC44147	20.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	CA#ERIA INOX AISI 316 SCH 80 S/COST 1"		      333,35	USD	8242006105	AC44147	20.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	CODO INOX HEMBRA C/HILO 90° 3000 psi 1"		      233,77	USD	8242006105	AC44147	20.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	CODO INOX HEMBRA C/HILO 45° 3000 psi 1"		      189,45	USD	8242006105	AC44147	20.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	CODO INOX HEMBRA C/HILO 90° 3000 psi 1/2		      257,86	USD	8242006105	AC44147	20.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	TEE INOX 3000 PSI HEMBRA d= 1/2x1/2x1/2"		      286,60	USD	8242006105	AC44147	20.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	TEE 3000 PSI NPT HEMBRA d= 1"x 1" X 1/2"		      454,97	USD	8242006105	AC44147	20.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	UNION AMERICANA AISI 316NPT 3000 PSI 1"		      166,78	USD	8242006105	AC44147	20.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	UNIÓN AMERICANA NPT 3000 PSI d= 1/2"		      195,11	USD	8242006105	AC44147	20.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	BUSHING AISI 316 3000 PSI NPT 1/2"x 1/4"		      239,24	USD	8242006105	AC44147	20.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	NIPLE INOX AISI 316 SCH 80 d= 1/4" x 3"		      360,68	USD	8242006105	AC44147	20.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,20	USD		ZA81611	21.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,10	USD		ZA81611	21.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,20	USD		ZA81611	21.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,10	USD		ZA81611	21.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,12	USD		ZA81611	21.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,01	USD		ZA81611	21.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        2,73	USD		ZA81611	21.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			       14,15	USD		ZA81611	21.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        5,28	USD		ZA81611	21.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabric e instal de guardas mecánicas		   63.645,88	USD	8241920841	AC13779	24.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,10	USD		ZA20326	25.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			        0,95	USD		ZA20326	25.12.2024
		EEX-240005-01	EX-Ruedas Ergonomicas Carros Apexer	Mecanico soldador cambio de ruedas		    4.498,05	USD	8241973627	AA21351	26.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	CA#ERIA INOX AISI 316 SCH 80 S/COST 1/2"		-0,22	USD	8242006105	AC77311	26.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	CA#ERIA INOX AISI 316 SCH 80 S/COST 3/4"		-1,10	USD	8242006105	AC77311	26.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	CA#ERIA INOX AISI 316 SCH 80 S/COST 1"		-0,33	USD	8242006105	AC77311	26.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	CODO INOX HEMBRA C/HILO 90° 3000 psi 1"		-0,23	USD	8242006105	AC77311	26.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	CODO INOX HEMBRA C/HILO 45° 3000 psi 1"		-0,19	USD	8242006105	AC77311	26.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	CODO INOX HEMBRA C/HILO 90° 3000 psi 1/2		-0,26	USD	8242006105	AC77311	26.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	TEE INOX 3000 PSI HEMBRA d= 1/2x1/2x1/2"		-0,28	USD	8242006105	AC77311	26.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	TEE 3000 PSI NPT HEMBRA d= 1"x 1" X 1/2"		-0,44	USD	8242006105	AC77311	26.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	UNION AMERICANA AISI 316NPT 3000 PSI 1"		-0,17	USD	8242006105	AC77311	26.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	UNIÓN AMERICANA NPT 3000 PSI d= 1/2"		-0,19	USD	8242006105	AC77311	26.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	BUSHING AISI 316 3000 PSI NPT 1/2"x 1/4"		-0,24	USD	8242006105	AC77311	26.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	NIPLE INOX AISI 316 SCH 80 d= 1/4" x 3"		-0,36	USD	8242006105	AC77311	26.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Servicio de Reparación de Soldaduras		        1,01	USD	8242005291	AC77311	26.12.2024
		EEX-240016-01	EX-Replacing damaged water pipes	Servicio Eliminación de Fugas		        2,99	USD	8242005291	AC77311	26.12.2024
